"discipline"	"Institutions"	"total_cites"	"avg_cites_per_paper"	"total_top_papers"
"environment_ecology"	"CHANGSHA UNIVERSITY OF SCIENCE & TECHNOLOGY"	"11343"	"21.69"	"15"
"environment_ecology"	"JIANGXI AGRICULTURAL UNIVERSITY"	"11049"	"18.11"	"6"
"environment_ecology"	"CAPITAL NORMAL UNIVERSITY"	"11012"	"19.39"	"3"
"environment_ecology"	"NATIONAL INSTITUTE OF ENVIRONMENTAL HEALTH, CHINESE CENTER FOR DISEASE CONTROL & PREVENTION"	"11008"	"27.45"	"9"
"environment_ecology"	"SHANGHAI UNIVERSITY OF FINANCE & ECONOMICS"	"11006"	"26.91"	"12"
"environment_ecology"	"COLLABORATIVE INNOVATION CENTER OF CHEMICAL SCIENCE & ENGINEERING TIANJIN"	"10989"	"98.12"	"22"
"environment_ecology"	"CHINESE ACADEMY OF GEOLOGICAL SCIENCES"	"10972"	"12.89"	"3"
"environment_ecology"	"TAIYUAN UNIVERSITY OF TECHNOLOGY"	"10967"	"11.97"	"8"
"environment_ecology"	"SHAOXING UNIVERSITY"	"10939"	"41.12"	"28"
"environment_ecology"	"YANGTZE RIVER WATER RESOURCES PROTECTION BUREAU"	"10930"	"18.59"	"7"
"environment_ecology"	"PEKING UNION MEDICAL COLLEGE"	"10859"	"18.63"	"4"
"environment_ecology"	"SHANGHAI NORMAL UNIVERSITY"	"10833"	"21.08"	"13"
"environment_ecology"	"ANHUI UNIVERSITY"	"10745"	"13.09"	"6"
"environment_ecology"	"QINGDAO UNIVERSITY OF SCIENCE & TECHNOLOGY"	"10683"	"19.35"	"17"
"environment_ecology"	"BEIJING ACADEMY OF AGRICULTURE & FORESTRY SCIENCES (BAAFS)"	"10638"	"19.92"	"7"
"environment_ecology"	"DALIAN MARITIME UNIVERSITY"	"10633"	"12.57"	"5"
"environment_ecology"	"QINGHAI UNIVERSITY"	"10591"	"15.2"	"6"
"environment_ecology"	"ZHONGNAN UNIVERSITY OF ECONOMICS & LAW"	"10420"	"19.73"	"8"
"environment_ecology"	"ANHUI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"10352"	"13.12"	"6"
"environment_ecology"	"ECOLOGY & NATURE CONSERVATION INSTITUTE, CAF"	"10334"	"26.84"	"8"
"environment_ecology"	"CHINA NATIONAL ENVIRONMENTAL MONITORING CENTRE"	"10310"	"31.05"	"6"
"environment_ecology"	"SOUTHWESTERN UNIVERSITY OF FINANCE & ECONOMICS - CHINA"	"10255"	"20.97"	"11"
"environment_ecology"	"HUAQIAO UNIVERSITY"	"10197"	"17.4"	"10"
"environment_ecology"	"WENZHOU UNIVERSITY"	"10151"	"14.5"	"17"
"environment_ecology"	"NORTHWEST NORMAL UNIVERSITY - CHINA"	"10131"	"12.89"	"9"
"environment_ecology"	"INNER MONGOLIA AGRICULTURAL UNIVERSITY"	"10103"	"12.13"	"3"
"environment_ecology"	"SHIHEZI UNIVERSITY"	"9976"	"14.35"	"6"
"environment_ecology"	"WUHAN INSTITUTE OF TECHNOLOGY"	"9916"	"18.26"	"10"
"environment_ecology"	"HENAN POLYTECHNIC UNIVERSITY"	"9902"	"13.42"	"10"
"environment_ecology"	"NORTH CHINA UNIVERSITY OF WATER RESOURCES & ELECTRIC POWER"	"9869"	"8.31"	"6"
"environment_ecology"	"NATIONAL MARINE ENVIRONMENTAL MONITORING CENTER"	"9731"	"24.39"	"6"
"environment_ecology"	"SHANDONG JIANZHU UNIVERSITY"	"9648"	"14.51"	"4"
"environment_ecology"	"THIRD INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES"	"9628"	"14.9"	"3"
"environment_ecology"	"SOUTHERN MEDICAL UNIVERSITY - CHINA"	"9558"	"17.47"	"7"
"environment_ecology"	"HEBEI AGRICULTURAL UNIVERSITY"	"9442"	"19.27"	"12"
"environment_ecology"	"CHINA THREE GORGES UNIVERSITY"	"9370"	"14.94"	"5"
"environment_ecology"	"QINGDAO UNIVERSITY OF TECHNOLOGY"	"9364"	"13.59"	"9"
"environment_ecology"	"HEBEI UNIVERSITY OF TECHNOLOGY"	"9305"	"17.52"	"7"
"environment_ecology"	"TAIZHOU UNIVERSITY"	"9298"	"23.96"	"9"
"environment_ecology"	"WUHAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"9251"	"15.27"	"5"
"environment_ecology"	"SHANXI AGRICULTURAL UNIVERSITY"	"9209"	"14.73"	"4"
"environment_ecology"	"SOUTHWEST FORESTRY UNIVERSITY - CHINA"	"9199"	"16.34"	"10"
"environment_ecology"	"HUBEI UNIVERSITY"	"9060"	"17.73"	"5"
"environment_ecology"	"HUAIYIN INSTITUTE OF TECHNOLOGY"	"8972"	"32.27"	"6"
"environment_ecology"	"INSTITUTE OF GENETICS & DEVELOPMENTAL BIOLOGY, CAS"	"8938"	"25.76"	"7"
"environment_ecology"	"CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY"	"8830"	"19.8"	"4"
"environment_ecology"	"CHINA JILIANG UNIVERSITY"	"8784"	"21.69"	"9"
"environment_ecology"	"LANZHOU JIAOTONG UNIVERSITY"	"8776"	"13.54"	"9"
"environment_ecology"	"GUANGDONG UNIVERSITY OF PETROCHEMICAL TECHNOLOGY"	"8680"	"27.3"	"17"
"environment_ecology"	"CHANGZHOU UNIVERSITY"	"8660"	"15.27"	"11"
"environment_ecology"	"CHONGQING TECHNOLOGY & BUSINESS UNIVERSITY"	"8647"	"20.2"	"6"
"environment_ecology"	"GUANGDONG OCEAN UNIVERSITY"	"8590"	"13.46"	"2"
"environment_ecology"	"AEROSPACE INFORMATION RESEARCH INSTITUTE, CAS"	"8473"	"14.41"	"6"
"environment_ecology"	"TIANGONG UNIVERSITY"	"8462"	"26.28"	"4"
"environment_ecology"	"UNIVERSITY OF INTERNATIONAL BUSINESS & ECONOMICS"	"8153"	"20.43"	"11"
"environment_ecology"	"TIANJIN NORMAL UNIVERSITY"	"8125"	"15.45"	"5"
"environment_ecology"	"JIANGXI NORMAL UNIVERSITY"	"8075"	"15.35"	"4"
"environment_ecology"	"SHANGHAI MARITIME UNIVERSITY"	"8065"	"15.3"	"8"
"environment_ecology"	"YANGTZE UNIVERSITY"	"8053"	"12.6"	"7"
"environment_ecology"	"CENTER FOR AGRICULTURAL RESOURCES RESEARCH, INSTITUTE OF GENETIC & DEVELOPMENTAL BIOLOGY, CAS"	"7956"	"26.97"	"5"
"environment_ecology"	"SHANGHAI INSTITUTE OF APPLIED PHYSICS, CAS"	"7857"	"75.55"	"14"
"environment_ecology"	"ZHEJIANG UNIVERSITY OF FINANCE & ECONOMICS"	"7766"	"20.6"	"7"
"environment_ecology"	"SHENZHEN RESEARCH INSTITUTE, CITY UNIVERSITY OF HONG KONG"	"7738"	"30.35"	"7"
"environment_ecology"	"HEBEI UNIVERSITY"	"7590"	"12.93"	"9"
"environment_ecology"	"SHANDONG UNIVERSITY OF TECHNOLOGY"	"7576"	"14.97"	"7"
"environment_ecology"	"INSTITUTE OF PLANT PROTECTION, CAAS"	"7491"	"20.08"	"2"
"environment_ecology"	"ZHEJIANG OCEAN UNIVERSITY"	"7390"	"13.06"	"4"
"environment_ecology"	"JILIN JIANZHU UNIVERSITY"	"7372"	"16.79"	"10"
"environment_ecology"	"XIANGTAN UNIVERSITY"	"7338"	"20.27"	"9"
"environment_ecology"	"ANHUI UNIVERSITY OF FINANCE & ECONOMICS"	"7317"	"26.32"	"10"
"environment_ecology"	"LUDONG UNIVERSITY"	"7313"	"15.11"	"9"
"environment_ecology"	"JIANGXI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"7302"	"18.21"	"8"
"environment_ecology"	"WENZHOU MEDICAL UNIVERSITY"	"7295"	"18.01"	"4"
"environment_ecology"	"SHAANXI UNIVERSITY OF SCIENCE & TECHNOLOGY"	"7267"	"17.26"	"8"
"environment_ecology"	"STATE KEY LABORATORY SURFACTANT FINE CHEMISTRY"	"7252"	"65.33"	"13"
"environment_ecology"	"GANSU AGRICULTURAL UNIVERSITY"	"7231"	"13.44"	"5"
"environment_ecology"	"SICHUAN NORMAL UNIVERSITY"	"7190"	"18.16"	"5"
"environment_ecology"	"UNIVERSITY OF SOUTH CHINA"	"7182"	"14"	"11"
"environment_ecology"	"MINZU UNIVERSITY OF CHINA"	"7160"	"17.21"	"5"
"environment_ecology"	"ANHUI NORMAL UNIVERSITY"	"7135"	"11.68"	"4"
"environment_ecology"	"HANGZHOU DIANZI UNIVERSITY"	"7104"	"20.07"	"8"
"environment_ecology"	"EAST CHINA UNIVERSITY OF TECHNOLOGY"	"7071"	"16.11"	"4"
"environment_ecology"	"HARBIN ENGINEERING UNIVERSITY"	"7044"	"17.39"	"6"
"environment_ecology"	"QINGDAO INSTITUTE OF BIOENERGY & BIOPROCESS TECHNOLOGY, CAS"	"7040"	"38.26"	"14"
"environment_ecology"	"NINGXIA UNIVERSITY"	"7018"	"12.44"	"6"
"environment_ecology"	"HUNAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"6927"	"15.67"	"3"
"environment_ecology"	"SOUTH CENTRAL MINZU UNIVERSITY"	"6855"	"24.66"	"6"
"environment_ecology"	"TIANJIN CHENGJIAN UNIVERSITY"	"6841"	"18.24"	"4"
"environment_ecology"	"YANCHENG INSTITUTE OF TECHNOLOGY"	"6818"	"19.1"	"13"
"environment_ecology"	"YANTAI UNIVERSITY"	"6811"	"16.03"	"8"
"environment_ecology"	"YANSHAN UNIVERSITY"	"6805"	"22.99"	"14"
"environment_ecology"	"NANCHANG HANGKONG UNIVERSITY"	"6647"	"31.8"	"10"
"environment_ecology"	"UNIVERSITY OF NOTTINGHAM NINGBO CHINA"	"6612"	"23.2"	"5"
"environment_ecology"	"SOUTH CHINA SEA FISHERIES RESEARCH INSTITUTE, CAFS"	"6608"	"19.96"	"0"
"environment_ecology"	"CHONGQING JIAOTONG UNIVERSITY"	"6591"	"10.41"	"2"
"environment_ecology"	"CHINA WEST NORMAL UNIVERSITY"	"6585"	"12.76"	"1"
"environment_ecology"	"GUANGDONG LABORATORY FOR LINGNAN MODERN AGRICULTURE"	"6584"	"20.64"	"8"
"environment_ecology"	"JIANGXI UNIVERSITY OF FINANCE & ECONOMICS"	"6556"	"17.03"	"1"
"environment_ecology"	"HEBEI UNIVERSITY OF ENGINEERING"	"6511"	"12.28"	"4"
"environment_ecology"	"SOUTHWEST PETROLEUM UNIVERSITY"	"6488"	"13.89"	"4"
"environment_ecology"	"CHINA PHARMACEUTICAL UNIVERSITY"	"6445"	"22.85"	"3"
"environment_ecology"	"JIANGSU UNIVERSITY OF SCIENCE & TECHNOLOGY"	"6419"	"16.17"	"12"
"environment_ecology"	"QUFU NORMAL UNIVERSITY"	"6351"	"14.27"	"6"
"environment_ecology"	"NATIONAL CLIMATE CENTRE, CHINA METEOROLOGICAL ADMINISTRATION"	"6339"	"29.21"	"3"
"environment_ecology"	"INSTITUTE OF GEOLOGY & GEOPHYSICS, CAS"	"6304"	"15.96"	"1"
"environment_ecology"	"GUANGDONG ACADEMY OF AGRICULTURAL SCIENCES"	"6258"	"23.62"	"6"
"environment_ecology"	"HUAIBEI NORMAL UNIVERSITY"	"6251"	"39.82"	"4"
"environment_ecology"	"CHINA MEDICAL UNIVERSITY"	"6247"	"14.87"	"1"
"environment_ecology"	"YELLOW SEA FISHERIES RESEARCH INSTITUTE, CAFS"	"6225"	"17.15"	"3"
"environment_ecology"	"LANZHOU UNIVERSITY OF TECHNOLOGY"	"6192"	"15.21"	"3"
"environment_ecology"	"JILIN AGRICULTURAL UNIVERSITY"	"6189"	"11.34"	"3"
"environment_ecology"	"CHINA NATIONAL PETROLEUM CORPORATION"	"6181"	"9.31"	"2"
"environment_ecology"	"HENAN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"6099"	"16.09"	"4"
"environment_ecology"	"KUNMING INSTITUTE OF ZOOLOGY, CAS"	"6030"	"24.81"	"4"
"environment_ecology"	"TIANJIN UNIVERSITY SCIENCE & TECHNOLOGY"	"5990"	"15.13"	"1"
"environment_ecology"	"SHENZHEN INSTITUTE OF ADVANCED TECHNOLOGY, CAS"	"5929"	"28.92"	"17"
"environment_ecology"	"NATIONAL CENTER FOR CHRONIC & NONCOMMUNICABLE DISEASE CONTROL & PREVENTION, CHINESE CENTER FOR DISEASE CONTROL & PREVENTION"	"5923"	"54.34"	"3"
"environment_ecology"	"JIANGSU NORMAL UNIVERSITY"	"5832"	"16.66"	"3"
"environment_ecology"	"NANTONG UNIVERSITY"	"5832"	"11.19"	"2"
"environment_ecology"	"BEIJING GENOMICS INSTITUTE (BGI)"	"5758"	"44.64"	"7"
"environment_ecology"	"YUNNAN NORMAL UNIVERSITY"	"5732"	"12.94"	"3"
"environment_ecology"	"XIZANG UNIVERSITY"	"5700"	"15"	"6"
"environment_ecology"	"LIAONING UNIVERSITY"	"5579"	"13.88"	"5"
"environment_ecology"	"GUILIN UNIVERSITY OF ELECTRONIC TECHNOLOGY"	"5560"	"25.39"	"8"
"environment_ecology"	"INSTITUTE OF METAL RESEARCH, CAS"	"5554"	"102.85"	"13"
"environment_ecology"	"WUHAN INSTITUTE OF ROCK & SOIL MECHANICS, CAS"	"5554"	"18.15"	"4"
"environment_ecology"	"INSTITUTE OF HYDROGEOLOGY & ENVIRONMENTAL GEOLOGY, CHINESE ACADEMY OF GEOLOGICAL SCIENCES"	"5497"	"14.13"	"1"
"environment_ecology"	"CHINESE ACADEMY OF TROPICAL AGRICULTURAL SCIENCES"	"5319"	"16.78"	"3"
"environment_ecology"	"DONGBEI UNIVERSITY OF FINANCE & ECONOMICS"	"5318"	"22.73"	"7"
"environment_ecology"	"YUNNAN AGRICULTURAL UNIVERSITY"	"5298"	"15.45"	"5"
"environment_ecology"	"GUANGDONG UNIVERSITY OF FOREIGN STUDIES"	"5290"	"30.4"	"6"
"environment_ecology"	"TIANJIN MEDICAL UNIVERSITY"	"5252"	"18.82"	"3"
"geosciences"	"CHINESE ACADEMY OF SCIENCES"	"1158755"	"19.04"	"936"
"geosciences"	"UNIVERSITY OF CHINESE ACADEMY OF SCIENCES, CAS"	"421847"	"16.73"	"326"
"geosciences"	"CHINA UNIVERSITY OF GEOSCIENCES"	"386976"	"17.49"	"278"
"geosciences"	"WUHAN UNIVERSITY"	"210315"	"21.54"	"288"
"geosciences"	"NANJING UNIVERSITY OF INFORMATION SCIENCE & TECHNOLOGY"	"184387"	"19.08"	"185"
"geosciences"	"PEKING UNIVERSITY"	"181654"	"24.68"	"200"
"geosciences"	"CHINA METEOROLOGICAL ADMINISTRATION"	"170460"	"16.6"	"134"
"geosciences"	"NANJING UNIVERSITY"	"167141"	"22.52"	"148"
"geosciences"	"CHINA UNIVERSITY OF PETROLEUM"	"159464"	"14.8"	"91"
"geosciences"	"CHINA GEOLOGICAL SURVEY"	"159123"	"14.41"	"45"
"geosciences"	"INSTITUTE OF ATMOSPHERIC PHYSICS, CAS"	"155450"	"23.08"	"145"
"geosciences"	"INSTITUTE OF GEOLOGY & GEOPHYSICS, CAS"	"142981"	"18.49"	"68"
"geosciences"	"BEIJING NORMAL UNIVERSITY"	"136341"	"25.34"	"149"
"geosciences"	"TSINGHUA UNIVERSITY"	"136260"	"30.31"	"186"
"geosciences"	"CHINA UNIVERSITY OF MINING & TECHNOLOGY"	"130087"	"17.5"	"103"
"geosciences"	"SUN YAT SEN UNIVERSITY"	"124014"	"17.87"	"135"
"geosciences"	"INSTITUTE OF TIBETAN PLATEAU RESEARCH, CAS"	"118511"	"30.69"	"117"
"geosciences"	"MINISTRY OF NATURAL RESOURCES OF THE PEOPLE'S REPUBLIC OF CHINA"	"111670"	"10.82"	"87"
"geosciences"	"CHINESE ACADEMY OF GEOLOGICAL SCIENCES"	"103950"	"16.29"	"33"
"geosciences"	"CHINA NATIONAL PETROLEUM CORPORATION"	"100962"	"12.82"	"61"
"geosciences"	"INSTITUTE OF GEOGRAPHIC SCIENCES & NATURAL RESOURCES RESEARCH, CAS"	"100430"	"23.02"	"115"
"geosciences"	"LAOSHAN LABORATORY"	"93363"	"14.58"	"58"
"geosciences"	"CENTRAL SOUTH UNIVERSITY"	"82873"	"18.02"	"89"
"geosciences"	"CENTER FOR EXCELLENCE IN TIBETAN PLATEAU EARTH SCIENCES (CETES), CAS"	"80119"	"36.87"	"58"
"geosciences"	"OCEAN UNIVERSITY OF CHINA"	"78165"	"13.43"	"71"
"geosciences"	"LANZHOU UNIVERSITY"	"75800"	"19.69"	"60"
"geosciences"	"GUANGZHOU INSTITUTE OF GEOCHEMISTRY, CAS"	"75065"	"21.36"	"22"
"geosciences"	"TONGJI UNIVERSITY"	"74250"	"16.8"	"47"
"geosciences"	"CHINA EARTHQUAKE ADMINISTRATION"	"73406"	"12.61"	"37"
"geosciences"	"CHINESE ACADEMY OF METEOROLOGICAL SCIENCES (CAMS)"	"71773"	"19.32"	"67"
"geosciences"	"ZHEJIANG UNIVERSITY"	"70654"	"15.44"	"48"
"geosciences"	"HOHAI UNIVERSITY"	"63979"	"14.89"	"69"
"geosciences"	"UNIVERSITY OF SCIENCE & TECHNOLOGY OF CHINA, CAS"	"63901"	"16.63"	"40"
"geosciences"	"CHENGDU UNIVERSITY OF TECHNOLOGY"	"63096"	"13.03"	"52"
"geosciences"	"AEROSPACE INFORMATION RESEARCH INSTITUTE, CAS"	"60151"	"13.66"	"140"
"geosciences"	"THE INSTITUTE OF REMOTE SENSING & DIGITAL EARTH, CAS"	"56984"	"29.25"	"30"
"geosciences"	"SINOPEC"	"54965"	"13.44"	"29"
"geosciences"	"JILIN UNIVERSITY"	"54824"	"11.91"	"19"
"geosciences"	"NORTHWEST UNIVERSITY XI'AN"	"52958"	"17.24"	"39"
"geosciences"	"SHANDONG UNIVERSITY OF SCIENCE & TECHNOLOGY"	"51884"	"15.47"	"32"
"geosciences"	"INSTITUTE OF GEOLOGY, CHINESE ACADEMY OF GEOLOGICAL SCIENCES"	"51558"	"19.1"	"17"
"geosciences"	"XI'AN JIAOTONG UNIVERSITY"	"50804"	"23.89"	"48"
"geosciences"	"SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY"	"48710"	"9.73"	"35"
"geosciences"	"FUDAN UNIVERSITY"	"48327"	"19.34"	"66"
"geosciences"	"INSTITUTE OF EARTH ENVIRONMENT, CAS"	"47032"	"25.35"	"36"
"geosciences"	"NANJING NORMAL UNIVERSITY"	"45058"	"20.98"	"38"
"geosciences"	"XIDIAN UNIVERSITY"	"44584"	"16.5"	"72"
"geosciences"	"CHANG'AN UNIVERSITY"	"42639"	"13.19"	"25"
"geosciences"	"EAST CHINA NORMAL UNIVERSITY"	"42158"	"22.79"	"38"
"geosciences"	"CHONGQING UNIVERSITY"	"39534"	"20.05"	"79"
"geosciences"	"INSTITUTE OF GEOCHEMISTRY, CAS"	"36077"	"17.45"	"17"
"geosciences"	"SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY (ZHUHAI)"	"35178"	"9.85"	"33"
"geosciences"	"XINJIANG INSTITUTE OF ECOLOGY & GEOGRAPHY, CAS"	"35114"	"21.92"	"25"
"geosciences"	"TIANJIN UNIVERSITY"	"34267"	"15.07"	"29"
"geosciences"	"SOUTH CHINA SEA INSTITUTE OF OCEANOLOGY, CAS"	"33879"	"15.82"	"19"
"geosciences"	"WUHAN INSTITUTE OF ROCK & SOIL MECHANICS, CAS"	"32974"	"21.97"	"31"
"geosciences"	"INSTITUTE OF OCEANOLOGY, CAS"	"32873"	"16.33"	"16"
"geosciences"	"SOUTHWEST PETROLEUM UNIVERSITY"	"32366"	"11.81"	"17"
"geosciences"	"NORTHWESTERN POLYTECHNICAL UNIVERSITY"	"31610"	"21.91"	"80"
"geosciences"	"HARBIN INSTITUTE OF TECHNOLOGY"	"31430"	"16.39"	"43"
"geosciences"	"XIAMEN UNIVERSITY"	"31161"	"18.47"	"30"
"geosciences"	"SICHUAN UNIVERSITY"	"30891"	"19.88"	"41"
"geosciences"	"INSTITUTE OF GEOLOGY, CEA"	"30620"	"17.13"	"15"
"geosciences"	"SOUTHERN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"30019"	"14.37"	"42"
"geosciences"	"NATIONAL CLIMATE CENTRE, CHINA METEOROLOGICAL ADMINISTRATION"	"29509"	"26.39"	"23"
"geosciences"	"NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY - CHINA"	"28693"	"10.95"	"54"
"geosciences"	"SECOND INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES"	"28651"	"13"	"14"
"geosciences"	"SOUTHWEST JIAOTONG UNIVERSITY"	"28427"	"15.71"	"45"
"geosciences"	"UNIVERSITY OF ELECTRONIC SCIENCE & TECHNOLOGY OF CHINA"	"28374"	"16.92"	"58"
"geosciences"	"SHANDONG UNIVERSITY"	"28243"	"16.01"	"26"
"geosciences"	"NORTHEASTERN UNIVERSITY - CHINA"	"27938"	"16.85"	"20"
"geosciences"	"BEIHANG UNIVERSITY"	"26363"	"17.45"	"37"
"geosciences"	"SHANGHAI JIAO TONG UNIVERSITY"	"26063"	"13.62"	"28"
"geosciences"	"INSTITUTE OF MOUNTAIN HAZARDS & ENVIRONMENT, CAS"	"25787"	"21.53"	"28"
"geosciences"	"COLD & ARID REGIONS ENVIRONMENTAL & ENGINEERING RESEARCH INSTITUTE, CAS"	"23470"	"41.03"	"12"
"geosciences"	"FIRST INSTITUTE OF OCEANOGRAPHY, MINISTRY OF NATURAL RESOURCES"	"22519"	"10.94"	"16"
"geosciences"	"CHINA NATIONAL OFFSHORE OIL CORPORATION (CNOOC)"	"22157"	"12.31"	"1"
"geosciences"	"BEIJING INSTITUTE OF TECHNOLOGY"	"21791"	"15.56"	"62"
"geosciences"	"INNOVATION ACADEMY FOR PRECISION MEASUREMENT SCIENCE & TECHNOLOGY, CAS"	"21691"	"16.42"	"17"
"geosciences"	"HEFEI UNIVERSITY OF TECHNOLOGY"	"21222"	"15.67"	"11"
"geosciences"	"CHINA AGRICULTURAL UNIVERSITY"	"21072"	"21.81"	"33"
"geosciences"	"NORTHWEST A&F UNIVERSITY - CHINA"	"20798"	"24.53"	"25"
"geosciences"	"RESEARCH CENTER FOR ECO-ENVIRONMENTAL SCIENCES (RCEES), CAS"	"20556"	"37.44"	"29"
"geosciences"	"XI'AN UNIVERSITY OF SCIENCE & TECHNOLOGY"	"20268"	"16.02"	"26"
"geosciences"	"SHENZHEN UNIVERSITY"	"20186"	"16.89"	"35"
"geosciences"	"YUNNAN UNIVERSITY"	"19975"	"11.95"	"25"
"geosciences"	"UNIVERSITY OF SCIENCE & TECHNOLOGY BEIJING"	"19778"	"14.67"	"19"
"geosciences"	"CHINESE ACADEMY OF AGRICULTURAL SCIENCES"	"19770"	"23.18"	"31"
"geosciences"	"NANJING INSTITUTE OF GEOGRAPHY & LIMNOLOGY, CAS"	"19467"	"22.15"	"26"
"geosciences"	"YANGTZE UNIVERSITY"	"18984"	"10.32"	"6"
"geosciences"	"HENAN POLYTECHNIC UNIVERSITY"	"18655"	"13.7"	"18"
"geosciences"	"INSTITUTE OF URBAN ENVIRONMENT, CAS"	"18447"	"31.32"	"10"
"geosciences"	"SOUTHEAST UNIVERSITY - CHINA"	"18388"	"15.73"	"25"
"geosciences"	"CAPITAL NORMAL UNIVERSITY"	"18299"	"18.32"	"14"
"geosciences"	"DALIAN UNIVERSITY OF TECHNOLOGY"	"18127"	"15.27"	"20"
"geosciences"	"INSTITUTE OF GEOMECHANICS, CHINESE ACADEMY OF GEOLOGICAL SCIENCES"	"17933"	"16.73"	"4"
"geosciences"	"JINAN UNIVERSITY"	"17693"	"24.57"	"15"
"geosciences"	"HUAZHONG UNIVERSITY OF SCIENCE & TECHNOLOGY"	"17530"	"17.87"	"15"
"geosciences"	"CHENGDU UNIVERSITY OF INFORMATION TECHNOLOGY"	"17173"	"13.24"	"7"
"geosciences"	"EAST CHINA UNIVERSITY OF TECHNOLOGY"	"15925"	"10"	"4"
"geosciences"	"HUNAN UNIVERSITY"	"15855"	"29.8"	"36"
"geosciences"	"KUNMING UNIVERSITY OF SCIENCE & TECHNOLOGY"	"14611"	"10.61"	"18"
"geosciences"	"CHINA INSTITUTE OF WATER RESOURCES & HYDROPOWER RESEARCH"	"14408"	"16.43"	"16"
"geosciences"	"GUILIN UNIVERSITY OF TECHNOLOGY"	"14063"	"12.77"	"13"
"geosciences"	"WUHAN UNIVERSITY OF TECHNOLOGY"	"13881"	"12.53"	"9"
"geosciences"	"SOUTHERN MARINE SCIENCE & ENGINEERING GUANGDONG LABORATORY (GUANGZHOU)"	"13759"	"9.66"	"3"
"geosciences"	"CHINESE RESEARCH ACADEMY OF ENVIRONMENTAL SCIENCES"	"13542"	"27.41"	"9"
"geosciences"	"NORTHEAST INSTITUTE OF GEOGRAPHY & AGROECOLOGY, CAS"	"13357"	"21.83"	"22"
"geosciences"	"BEIJING UNIVERSITY OF CHEMICAL TECHNOLOGY"	"13088"	"28.39"	"23"
"geosciences"	"INSTITUTE OF GEOPHYSICS, CEA"	"12999"	"10.87"	"7"
"geosciences"	"BEIJING FORESTRY UNIVERSITY"	"12731"	"17.49"	"17"
"geosciences"	"FUZHOU UNIVERSITY"	"12603"	"12.85"	"19"
"geosciences"	"GUANGZHOU MARINE GEOLOGICAL SURVEY"	"12478"	"13.88"	"0"
"geosciences"	"NORTHEAST PETROLEUM UNIVERSITY"	"12364"	"12.15"	"18"
"geosciences"	"TAIYUAN UNIVERSITY OF TECHNOLOGY"	"12270"	"14.18"	"9"
"geosciences"	"NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY"	"12251"	"16.87"	"21"
"geosciences"	"INSTITUTE OF AGRICULTURAL RESOURCES & REGIONAL PLANNING, CAAS"	"12246"	"23.46"	"16"
"geosciences"	"INSTITUTE OF VERTEBRATE PALEONTOLOGY & PALEOANTHROPOLOGY, CAS"	"12000"	"14.22"	"4"
"geosciences"	"INSTITUTE OF BOTANY, CAS"	"11870"	"34.81"	"18"
"geosciences"	"BEIJING UNIVERSITY OF TECHNOLOGY"	"11546"	"13.54"	"10"
"geosciences"	"XI'AN UNIVERSITY OF TECHNOLOGY"	"11267"	"16.92"	"26"
"geosciences"	"SOUTH CHINA UNIVERSITY OF TECHNOLOGY"	"11195"	"18.44"	"12"
"geosciences"	"GUIZHOU UNIVERSITY"	"10856"	"12.12"	"18"
"geosciences"	"XINJIANG UNIVERSITY"	"10676"	"12.29"	"9"
"geosciences"	"NINGBO UNIVERSITY"	"10336"	"16.54"	"26"
"geosciences"	"INSTITUTE OF SOIL & WATER CONSERVATION (ISWC), CAS"	"10286"	"29.99"	"11"
"geosciences"	"NATIONAL SATELLITE METEOROLOGICAL CENTER, CHINA METEOROLOGICAL ADMINISTRATION"	"10237"	"12.58"	"8"
"geosciences"	"HEFEI INSTITUTES OF PHYSICAL SCIENCE, CAS"	"10171"	"17.24"	"4"
"geosciences"	"INSTITUTE OF URBAN METEOROLOGY, CHINA METEOROLOGICAL ADMINISTRATION"	"10110"	"16.74"	"3"
"geosciences"	"SOUTHWEST UNIVERSITY - CHINA"	"10080"	"17.26"	"10"
"geosciences"	"DALIAN MARITIME UNIVERSITY"	"9785"	"10.25"	"22"
"geosciences"	"QINGDAO INSTITUTE OF MARINE GEOLOGY (QIMG)"	"9729"	"14.83"	"3"
"geosciences"	"GUANGZHOU UNIVERSITY"	"9715"	"15.9"	"12"
"geosciences"	"INSTITUTE OF ELECTRONICS, CAS"	"9688"	"24.16"	"6"
"geosciences"	"SHANGHAI OCEAN UNIVERSITY"	"9473"	"11.48"	"6"
"geosciences"	"NANJING FORESTRY UNIVERSITY"	"9470"	"15.86"	"17"
