"discipline"	"region"	"total_cites"	"total_top_papers"	"avg_cites_per_paper"	"cite_rank"	"top_paper_rank"	"avg_cite_rank"
"chemistry"	"SLOVENIA"	"128521"	"43"	"16.666"	"50"	"55"	"55"
"chemistry"	"MOROCCO"	"121677"	"55"	"17.73"	"51"	"52"	"50"
"chemistry"	"NEW ZEALAND"	"119156"	"104"	"21.38"	"52"	"39"	"37"
"chemistry"	"UNITED ARAB EMIRATES"	"116008"	"100"	"33.344"	"53"	"40"	"6"
"chemistry"	"CHILE"	"96868"	"40"	"13.901667"	"54"	"57"	"72"
"chemistry"	"WALES"	"91410"	"59"	"29.875"	"55"	"49"	"9"
"chemistry"	"SLOVAKIA"	"82571"	"25"	"13.685"	"56"	"60"	"74"
"chemistry"	"SERBIA"	"80373"	"29"	"12.276667"	"57"	"58"	"77"
"chemistry"	"NORTHERN IRELAND"	"60574"	"62"	"25.25"	"58"	"48"	"16"
"chemistry"	"CROATIA"	"59685"	"25"	"14.46"	"59"	"60"	"69"
"chemistry"	"MACAU"	"57654"	"58"	"24.42"	"60"	"51"	"19"
"chemistry"	"BULGARIA"	"48716"	"26"	"14.07"	"61"	"59"	"71"
"chemistry"	"COLOMBIA"	"43145"	"19"	"15.596667"	"62"	"65"	"59"
"chemistry"	"LITHUANIA"	"42844"	"20"	"14.546667"	"63"	"63"	"67"
"chemistry"	"ESTONIA"	"26921"	"11"	"15.855"	"64"	"69"	"57"
"chemistry"	"LUXEMBOURG"	"26425"	"20"	"28.6"	"65"	"63"	"11"
"chemistry"	"IRAQ"	"25833"	"18"	"16.836667"	"66"	"66"	"54"
"chemistry"	"BELARUS"	"24254"	"15"	"10.055"	"67"	"67"	"81"
"chemistry"	"INDONESIA"	"21818"	"12"	"12.66"	"68"	"68"	"76"
"chemistry"	"ALGERIA"	"20102"	"11"	"13.375"	"69"	"69"	"75"
"chemistry"	"LEBANON"	"19160"	"7"	"21.455"	"70"	"74"	"35"
"chemistry"	"OMAN"	"16157"	"9"	"20.98"	"71"	"71"	"40"
"chemistry"	"JORDAN"	"14400"	"8"	"15.17"	"72"	"72"	"60"
"chemistry"	"CYPRUS"	"13165"	"8"	"23.26"	"73"	"72"	"23"
"chemistry"	"ICELAND"	"12127"	"7"	"26.14"	"74"	"74"	"14"
"chemistry"	"BANGLADESH"	"11572"	"23"	"23.05"	"75"	"62"	"25"
"chemistry"	"URUGUAY"	"11207"	"5"	"14.55"	"76"	"78"	"66"
"chemistry"	"KAZAKHSTAN"	"10471"	"6"	"15.87"	"77"	"77"	"56"
"chemistry"	"BRUNEI"	"9779"	"7"	"24.76"	"78"	"74"	"17"
"chemistry"	"CUBA"	"9285"	"5"	"18.8"	"79"	"78"	"45"
"chemistry"	"KUWAIT"	"8517"	"5"	"15.1"	"80"	"78"	"63"
"chemistry"	"LATVIA"	"8321"	"0"	"14.52"	"81"	"81"	"68"
"chemistry"	""	"0"	"0"	"0"	"82"	"81"	"82"
"clinical_medicine"	"USA"	"123737980"	"139170"	"42.766517"	"1"	"1"	"83"
"clinical_medicine"	"N/A"	"29518835"	"25938"	"727.58416"	"2"	"4"	"1"
"clinical_medicine"	"ENGLAND"	"23763586"	"27508"	"39.11"	"3"	"2"	"85"
"clinical_medicine"	"FRANCE"	"22569946"	"26091"	"36.364486"	"4"	"3"	"91"
"clinical_medicine"	"GERMANY (FED REP GER)"	"16563545"	"19037"	"35.094417"	"5"	"5"	"96"
"clinical_medicine"	"CHINA MAINLAND"	"16535599"	"15613"	"26.102819"	"6"	"7"	"117"
"clinical_medicine"	"AUSTRALIA"	"15916989"	"15714"	"44.259862"	"7"	"6"	"77"
"clinical_medicine"	"CANADA"	"14445135"	"15051"	"45.328403"	"8"	"8"	"74"
"clinical_medicine"	"ITALY"	"14277612"	"15034"	"30.9247"	"9"	"9"	"105"
"clinical_medicine"	"SPAIN"	"11423143"	"13040"	"30.604031"	"10"	"10"	"107"
"clinical_medicine"	"NETHERLANDS"	"11099955"	"11321"	"36.281013"	"11"	"11"	"93"
"clinical_medicine"	"JAPAN"	"8052868"	"6179"	"21.829274"	"12"	"12"	"124"
"clinical_medicine"	"SOUTH KOREA"	"6591737"	"5664"	"18.164835"	"13"	"14"	"126"
"clinical_medicine"	"SWITZERLAND"	"5341854"	"5888"	"38.797551"	"14"	"13"	"87"
"clinical_medicine"	"SWEDEN"	"4467576"	"4176"	"69.229804"	"15"	"17"	"50"
"clinical_medicine"	"DENMARK"	"4397267"	"4376"	"46.849"	"16"	"16"	"72"
"clinical_medicine"	"INDIA"	"3851565"	"3364"	"106.226594"	"17"	"18"	"32"
"clinical_medicine"	"BELGIUM"	"3842292"	"4767"	"52.298857"	"18"	"15"	"66"
"clinical_medicine"	"BRAZIL"	"3261721"	"2387"	"29.727529"	"19"	"20"	"110"
"clinical_medicine"	"TAIWAN"	"3192175"	"2199"	"15.766667"	"20"	"23"	"131"
"clinical_medicine"	"ISRAEL"	"2685609"	"2833"	"27.332759"	"21"	"19"	"115"
"clinical_medicine"	"IRAN"	"2661619"	"2202"	"69.44617"	"22"	"22"	"49"
"clinical_medicine"	"FINLAND"	"2088124"	"1829"	"44.5975"	"23"	"25"	"75"
"clinical_medicine"	"POLAND"	"2012902"	"1885"	"50.36413"	"24"	"24"	"69"
"clinical_medicine"	"NORWAY"	"1971357"	"1753"	"35.907727"	"25"	"28"	"94"
"clinical_medicine"	"SCOTLAND"	"1846565"	"2253"	"46.663043"	"26"	"21"	"73"
"clinical_medicine"	"TURKIYE"	"1827167"	"1139"	"26.494636"	"27"	"35"	"116"
"clinical_medicine"	"GREECE"	"1584949"	"1769"	"31.02"	"28"	"26"	"104"
"clinical_medicine"	"AUSTRIA"	"1546898"	"1761"	"38.554865"	"29"	"27"	"88"
"clinical_medicine"	"SOUTH AFRICA"	"1475743"	"1398"	"63.565769"	"30"	"30"	"54"
"clinical_medicine"	"SINGAPORE"	"1414400"	"1658"	"62.575909"	"31"	"29"	"55"
"clinical_medicine"	"EGYPT"	"1353589"	"1043"	"28.060741"	"32"	"37"	"113"
"clinical_medicine"	"PORTUGAL"	"1326056"	"1229"	"48.5625"	"33"	"33"	"71"
"clinical_medicine"	"HONG KONG"	"1225509"	"1384"	"30.352308"	"34"	"31"	"108"
"clinical_medicine"	"SAUDI ARABIA"	"1191794"	"1082"	"37.29973"	"35"	"36"	"89"
"clinical_medicine"	"IRELAND"	"1101156"	"1162"	"65.900476"	"36"	"34"	"52"
"clinical_medicine"	"CZECH REPUBLIC"	"1057514"	"1382"	"33.685185"	"37"	"32"	"98"
"clinical_medicine"	"RUSSIA"	"1013848"	"946"	"176.261463"	"38"	"38"	"14"
"clinical_medicine"	"NEW ZEALAND"	"937508"	"827"	"34.453333"	"39"	"39"	"97"
"clinical_medicine"	"ETHIOPIA"	"842965"	"645"	"104.334167"	"40"	"40"	"33"
"clinical_medicine"	"MALAYSIA"	"725595"	"622"	"113.655789"	"41"	"41"	"29"
"clinical_medicine"	"MEXICO"	"722847"	"563"	"74.710833"	"42"	"45"	"44"
"clinical_medicine"	"NIGERIA"	"596001"	"567"	"89.375714"	"43"	"44"	"38"
"clinical_medicine"	"PAKISTAN"	"568768"	"570"	"74.383636"	"44"	"43"	"45"
"clinical_medicine"	"ROMANIA"	"555178"	"559"	"70.180556"	"45"	"46"	"48"
"clinical_medicine"	"ARGENTINA"	"532773"	"578"	"30.907647"	"46"	"42"	"106"
"clinical_medicine"	"THAILAND"	"522297"	"433"	"22.725"	"47"	"50"	"123"
"clinical_medicine"	"COLOMBIA"	"513946"	"441"	"115.401579"	"48"	"49"	"27"
"clinical_medicine"	"HUNGARY"	"497289"	"532"	"43.78"	"49"	"47"	"80"
"clinical_medicine"	"QATAR"	"492986"	"409"	"36.329"	"50"	"53"	"92"
"clinical_medicine"	"CHILE"	"477632"	"456"	"23.6705"	"51"	"48"	"122"
"clinical_medicine"	"WALES"	"467973"	"417"	"43.70125"	"52"	"52"	"81"
"clinical_medicine"	"INDONESIA"	"421531"	"369"	"156.1925"	"53"	"55"	"19"
"clinical_medicine"	"SERBIA"	"410995"	"432"	"29.002857"	"54"	"51"	"112"
"clinical_medicine"	"PHILIPPINES"	"407980"	"371"	"288.396"	"55"	"54"	"8"
"clinical_medicine"	"BANGLADESH"	"348492"	"338"	"393.436667"	"56"	"56"	"5"
"clinical_medicine"	"VIETNAM"	"339517"	"329"	"174.881"	"57"	"58"	"15"
"clinical_medicine"	"CROATIA"	"318543"	"333"	"55.381111"	"58"	"57"	"59"
"clinical_medicine"	"UKRAINE"	"286999"	"280"	"150.242143"	"59"	"59"	"21"
"clinical_medicine"	"LEBANON"	"253253"	"162"	"32.245"	"60"	"65"	"99"
