"discipline"	"region"	"total_cites"	"total_top_papers"	"avg_cites_per_paper"	"cite_rank"	"top_paper_rank"	"avg_cite_rank"
"clinical_medicine"	"NORTHERN IRELAND"	"231967"	"275"	"30.23"	"61"	"60"	"109"
"clinical_medicine"	"SLOVENIA"	"222700"	"255"	"25.441667"	"62"	"62"	"121"
"clinical_medicine"	"KENYA"	"219541"	"160"	"102.4775"	"63"	"66"	"34"
"clinical_medicine"	"JORDAN"	"218155"	"189"	"54.493333"	"64"	"63"	"61"
"clinical_medicine"	"UNITED ARAB EMIRATES"	"217888"	"263"	"67.935556"	"65"	"61"	"51"
"clinical_medicine"	"GHANA"	"212408"	"154"	"55.018"	"66"	"70"	"60"
"clinical_medicine"	"IRAQ"	"208864"	"171"	"262.234"	"67"	"64"	"9"
"clinical_medicine"	"ICELAND"	"203899"	"156"	"112.174"	"68"	"67"	"30"
"clinical_medicine"	"SRI LANKA"	"176420"	"155"	"93.666"	"69"	"68"	"37"
"clinical_medicine"	"SLOVAKIA"	"168730"	"117"	"173.46"	"70"	"77"	"17"
"clinical_medicine"	"PERU"	"168083"	"155"	"80.77125"	"71"	"68"	"39"
"clinical_medicine"	"TUNISIA"	"168078"	"125"	"53.78125"	"72"	"76"	"62"
"clinical_medicine"	"KYRGYZSTAN"	"148439"	"126"	"388.18"	"73"	"75"	"6"
"clinical_medicine"	"BULGARIA"	"144155"	"154"	"56.854"	"74"	"70"	"58"
"clinical_medicine"	"PALESTINE"	"143690"	"85"	"191.59"	"75"	"83"	"12"
"clinical_medicine"	"ESTONIA"	"143670"	"133"	"120.595"	"76"	"72"	"25"
"clinical_medicine"	"UGANDA"	"122931"	"94"	"27.6125"	"77"	"80"	"114"
"clinical_medicine"	"LITHUANIA"	"117793"	"128"	"25.612"	"78"	"73"	"120"
"clinical_medicine"	"LUXEMBOURG"	"112189"	"89"	"59.336667"	"79"	"81"	"57"
"clinical_medicine"	"TANZANIA"	"109454"	"74"	"49.11"	"80"	"86"	"70"
"clinical_medicine"	"MOROCCO"	"107459"	"83"	"44.055"	"81"	"84"	"79"
"clinical_medicine"	"BAHRAIN"	"105759"	"86"	"99.1425"	"82"	"82"	"35"
"clinical_medicine"	"MOZAMBIQUE"	"100181"	"64"	"119.245"	"83"	"89"	"26"
"clinical_medicine"	"CYPRUS"	"95034"	"127"	"44.14"	"84"	"74"	"78"
"clinical_medicine"	"KAZAKHSTAN"	"93394"	"100"	"145.656"	"85"	"79"	"22"
"clinical_medicine"	"KUWAIT"	"93191"	"75"	"173.59"	"86"	"85"	"16"
"clinical_medicine"	"PANAMA"	"88765"	"68"	"396.593333"	"87"	"87"	"4"
"clinical_medicine"	"NEPAL"	"81311"	"65"	"219.3825"	"88"	"88"	"10"
"clinical_medicine"	"CAMEROON"	"80445"	"50"	"78.64"	"89"	"91"	"40"
"clinical_medicine"	"LATVIA"	"71933"	"101"	"35.2025"	"90"	"78"	"95"
"clinical_medicine"	"ZAMBIA"	"67216"	"45"	"76.47"	"91"	"92"	"43"
"clinical_medicine"	"JAMAICA"	"54243"	"45"	"53.18"	"92"	"92"	"63"
"clinical_medicine"	"URUGUAY"	"53792"	"45"	"50.75"	"93"	"92"	"68"
"clinical_medicine"	"MALAWI"	"50247"	"35"	"39.07"	"94"	"100"	"86"
"clinical_medicine"	"DEMOCRATIC REPUBLIC OF THE CONGO"	"48827"	"33"	"96.31"	"95"	"102"	"36"
"clinical_medicine"	"COSTA RICA"	"48311"	"28"	"120.78"	"96"	"105"	"24"
"clinical_medicine"	"MACAU"	"48172"	"44"	"25.975"	"97"	"95"	"118"
"clinical_medicine"	"ARMENIA"	"47639"	"33"	"411.705"	"98"	"102"	"3"
"clinical_medicine"	"OMAN"	"45485"	"56"	"29.62"	"99"	"90"	"111"
"clinical_medicine"	"BOSNIA & HERZEGOVINA"	"43555"	"40"	"31.18"	"100"	"99"	"102"
"clinical_medicine"	"GEORGIA"	"41202"	"33"	"161.395"	"101"	"102"	"18"
"clinical_medicine"	"AZERBAIJAN"	"36688"	"44"	"293.0125"	"102"	"95"	"7"
"clinical_medicine"	"LIBYA"	"34792"	"42"	"154.63"	"103"	"98"	"20"
"clinical_medicine"	"BOTSWANA"	"32846"	"43"	"52.96"	"104"	"97"	"64"
"clinical_medicine"	"ECUADOR"	"31843"	"25"	"213.9125"	"105"	"106"	"11"
"clinical_medicine"	"ALGERIA"	"31286"	"25"	"521.43"	"106"	"106"	"2"
"clinical_medicine"	"VENEZUELA"	"26458"	"23"	"70.37"	"107"	"110"	"46"
"clinical_medicine"	"NAMIBIA"	"25508"	"16"	"114.39"	"108"	"115"	"28"
"clinical_medicine"	"MALTA"	"24436"	"20"	"32.15"	"109"	"111"	"100"
"clinical_medicine"	"PAPUA NEW GUINEA"	"24304"	"14"	"188.4"	"110"	"117"	"13"
"clinical_medicine"	"BRUNEI"	"23927"	"20"	"131.47"	"111"	"111"	"23"
"clinical_medicine"	"RWANDA"	"20830"	"13"	"43.64"	"112"	"118"	"82"
"clinical_medicine"	"ZIMBABWE"	"19477"	"34"	"31.16"	"113"	"101"	"103"
"clinical_medicine"		"19162"	"6"	"17.95"	"114"	"126"	"127"
"clinical_medicine"	"MONGOLIA"	"17452"	"24"	"61.86"	"115"	"108"	"56"
"clinical_medicine"	"TRINIDAD TOBAGO"	"17242"	"17"	"52.73"	"116"	"113"	"65"
"clinical_medicine"	"BARBADOS"	"17150"	"12"	"70.305"	"117"	"120"	"47"
"clinical_medicine"	"PARAGUAY"	"11848"	"11"	"51.07"	"118"	"121"	"67"
"clinical_medicine"	"MACEDONIA"	"11105"	"13"	"21.36"	"119"	"118"	"125"
"clinical_medicine"	"SURINAME"	"10666"	"2"	"77.475"	"120"	"132"	"42"
"clinical_medicine"	"BENIN"	"10619"	"10"	"36.87"	"121"	"122"	"90"
"clinical_medicine"	"GAMBIA"	"10312"	"24"	"107.42"	"122"	"108"	"31"
"clinical_medicine"	"MOLDOVA"	"9916"	"10"	"44.47"	"123"	"122"	"76"
"clinical_medicine"	"SUDAN"	"9490"	"15"	"16.89"	"124"	"116"	"129"
"clinical_medicine"	"FIJI"	"9368"	"5"	"64.16"	"125"	"128"	"53"
"clinical_medicine"	"SENEGAL"	"7599"	"9"	"17.67"	"126"	"124"	"128"
"clinical_medicine"	"MONTENEGRO"	"7020"	"6"	"25.62"	"127"	"126"	"119"
"clinical_medicine"	"YEMEN"	"6575"	"17"	"78.27"	"128"	"113"	"41"
"clinical_medicine"	"CAMBODIA"	"4839"	"4"	"41.36"	"129"	"129"	"84"
"clinical_medicine"	"MALI"	"4653"	"4"	"15.93"	"130"	"129"	"130"
"clinical_medicine"	"KOSOVO"	"4634"	"8"	"12.7"	"131"	"125"	"132"
"clinical_medicine"	"GUATEMALA"	"4419"	"3"	"31.79"	"132"	"131"	"101"
"clinical_medicine"	""	"0"	"0"	"0"	"133"	"133"	"133"
"computer_science"	"CHINA MAINLAND"	"3960089"	"4298"	"17.522813"	"1"	"1"	"19"
"computer_science"	"USA"	"2093943"	"1565"	"124.468478"	"2"	"2"	"1"
"computer_science"	"ENGLAND"	"584495"	"685"	"26.609286"	"3"	"3"	"8"
"computer_science"	"AUSTRALIA"	"501639"	"537"	"27.670909"	"4"	"4"	"5"
"computer_science"	"CANADA"	"366456"	"297"	"31.841111"	"5"	"7"	"4"
"computer_science"	"INDIA"	"308115"	"183"	"15.54"	"6"	"10"	"24"
"computer_science"	"SINGAPORE"	"293993"	"402"	"25.69"	"7"	"5"	"9"
"computer_science"	"HONG KONG"	"284327"	"322"	"20.646"	"8"	"6"	"15"
"computer_science"	"FRANCE"	"267239"	"195"	"14.054"	"9"	"8"	"27"
"computer_science"	"SWITZERLAND"	"206977"	"64"	"40.42"	"10"	"20"	"2"
"computer_science"	"SAUDI ARABIA"	"155029"	"153"	"22.17"	"11"	"11"	"13"
"computer_science"	"SOUTH KOREA"	"146394"	"184"	"18.666"	"12"	"9"	"17"
"computer_science"	"IRAN"	"104792"	"86"	"20.285"	"13"	"13"	"16"
"computer_science"	"N/A"	"95912"	"67"	"12.985"	"14"	"19"	"28"
"computer_science"	"GERMANY (FED REP GER)"	"86427"	"93"	"18.213333"	"15"	"12"	"18"
"computer_science"	"ITALY"	"85374"	"70"	"16.973333"	"16"	"15"	"21"
"computer_science"	"EGYPT"	"79115"	"60"	"15.01"	"17"	"21"	"25"
"computer_science"	"FINLAND"	"70064"	"81"	"25.135"	"18"	"14"	"10"
"computer_science"	"SPAIN"	"67862"	"70"	"21.545"	"19"	"15"	"14"
"computer_science"	"QATAR"	"63717"	"70"	"27.17"	"20"	"15"	"6"
"computer_science"	"MALAYSIA"	"57644"	"48"	"24.35"	"21"	"23"	"12"
"computer_science"	"MACAU"	"51412"	"68"	"26.62"	"22"	"18"	"7"
"computer_science"	"SWEDEN"	"50937"	"57"	"24.425"	"23"	"22"	"11"
"computer_science"	"PAKISTAN"	"34307"	"17"	"16.23"	"24"	"27"	"23"
"computer_science"	"DENMARK"	"31622"	"20"	"36.81"	"25"	"26"	"3"
"computer_science"	"NETHERLANDS"	"27322"	"12"	"14.95"	"26"	"28"	"26"
"computer_science"	"BELGIUM"	"26293"	"23"	"17.07"	"27"	"24"	"20"
"computer_science"	"SCOTLAND"	"24433"	"21"	"16.83"	"28"	"25"	"22"
"economics_business"	"USA"	"3922358"	"3204"	"25.233333"	"1"	"1"	"3"
"economics_business"	"ENGLAND"	"1008791"	"735"	"21.18"	"2"	"2"	"12"
"economics_business"	"CHINA MAINLAND"	"567810"	"693"	"16.804737"	"3"	"3"	"20"
"economics_business"	"AUSTRALIA"	"456797"	"319"	"19.086"	"4"	"4"	"14"
"economics_business"	"NETHERLANDS"	"303510"	"191"	"23.81875"	"5"	"5"	"5"
"economics_business"	"GERMANY (FED REP GER)"	"261189"	"159"	"56.955714"	"6"	"6"	"1"
"economics_business"	"CANADA"	"189785"	"137"	"21.162857"	"7"	"7"	"13"
"economics_business"	"FRANCE"	"144653"	"104"	"23.384"	"8"	"9"	"7"
"economics_business"	"HONG KONG"	"143236"	"130"	"21.66"	"9"	"8"	"11"
"economics_business"	"SWITZERLAND"	"118404"	"96"	"21.7775"	"10"	"10"	"10"
"economics_business"	"SINGAPORE"	"99360"	"94"	"22.87"	"11"	"11"	"8"
"economics_business"	"DENMARK"	"64919"	"53"	"17.455"	"12"	"12"	"17"
"economics_business"	"ITALY"	"64774"	"47"	"23.665"	"13"	"14"	"6"
"economics_business"	"INDIA"	"59886"	"50"	"13.835"	"14"	"13"	"24"
"economics_business"	"BELGIUM"	"55425"	"30"	"18.99"	"15"	"15"	"16"
"economics_business"	"PORTUGAL"	"28689"	"10"	"34.73"	"16"	"23"	"2"
"economics_business"	"FINLAND"	"27110"	"14"	"24.34"	"17"	"19"	"4"
"economics_business"	"NORWAY"	"23210"	"13"	"22.67"	"18"	"21"	"9"
"economics_business"	"SWEDEN"	"23079"	"14"	"17.44"	"19"	"19"	"18"
"economics_business"	"NEW ZEALAND"	"21683"	"17"	"19.02"	"20"	"16"	"15"
"economics_business"	"SCOTLAND"	"20962"	"15"	"16.76"	"21"	"17"	"21"
"economics_business"	"SOUTH AFRICA"	"19646"	"15"	"16.92"	"22"	"17"	"19"
"economics_business"	"SPAIN"	"19626"	"11"	"15.42"	"23"	"22"	"23"
"economics_business"	"WALES"	"19588"	"10"	"16.07"	"24"	"23"	"22"
"engineering"	"CHINA MAINLAND"	"24966306"	"24675"	"17.135599"	"1"	"1"	"46"
"engineering"	"USA"	"12413861"	"9229"	"21.564006"	"2"	"2"	"21"
"engineering"	"INDIA"	"3778757"	"2464"	"16.398564"	"3"	"3"	"49"
"engineering"	"FRANCE"	"2868339"	"1523"	"16.846339"	"4"	"6"	"48"
"engineering"	"ENGLAND"	"2763715"	"2286"	"22.224375"	"5"	"4"	"15"
"engineering"	"AUSTRALIA"	"2250579"	"2242"	"30.176596"	"6"	"5"	"2"
"engineering"	"IRAN"	"2026143"	"1159"	"18.960896"	"7"	"11"	"33"
"engineering"	"SOUTH KOREA"	"2015467"	"1331"	"12.712209"	"8"	"8"	"77"
"engineering"	"GERMANY (FED REP GER)"	"1848848"	"1358"	"19.789405"	"9"	"7"	"29"
"engineering"	"ITALY"	"1786095"	"835"	"17.759577"	"10"	"17"	"41"
"engineering"	"CANADA"	"1768976"	"1199"	"22.377955"	"11"	"10"	"13"
"engineering"	"N/A"	"1413723"	"1020"	"30.865439"	"12"	"13"	"1"
"engineering"	"SPAIN"	"1263516"	"652"	"19.511351"	"13"	"19"	"31"
"engineering"	"EGYPT"	"1218652"	"956"	"18.73925"	"14"	"15"	"35"
"engineering"	"HONG KONG"	"1028802"	"1062"	"24.451429"	"15"	"12"	"9"
"engineering"	"SAUDI ARABIA"	"1027807"	"1229"	"14.400625"	"16"	"9"	"62"
"engineering"	"JAPAN"	"1023409"	"712"	"14.308971"	"17"	"18"	"63"
"engineering"	"MALAYSIA"	"923189"	"965"	"23.544483"	"18"	"14"	"10"
"engineering"	"TURKIYE"	"893356"	"650"	"17.174674"	"19"	"20"	"45"
"engineering"	"SINGAPORE"	"825961"	"857"	"25.523077"	"20"	"16"	"5"
"engineering"	"SWITZERLAND"	"787201"	"648"	"22.471765"	"21"	"21"	"12"
"engineering"	"TAIWAN"	"726625"	"496"	"13.696944"	"22"	"23"	"67"
"engineering"	"NETHERLANDS"	"653166"	"429"	"22.650435"	"23"	"24"	"11"
"engineering"	"BRAZIL"	"600362"	"225"	"13.842857"	"24"	"35"	"65"
"engineering"	"PAKISTAN"	"599202"	"617"	"18.865135"	"25"	"22"	"34"
"engineering"	"SWEDEN"	"544835"	"420"	"21.944286"	"26"	"25"	"17"
"engineering"	"POLAND"	"519207"	"334"	"12.290286"	"27"	"27"	"81"
"engineering"	"PORTUGAL"	"506708"	"282"	"18.091579"	"28"	"30"	"38"
"engineering"	"DENMARK"	"496710"	"398"	"27.205"	"29"	"26"	"4"
"engineering"	"BELGIUM"	"443483"	"296"	"20.753846"	"30"	"28"	"26"
"engineering"	"RUSSIA"	"331666"	"178"	"11.025385"	"31"	"37"	"87"
"engineering"	"FINLAND"	"317572"	"239"	"21.329231"	"32"	"33"	"22"
"engineering"	"SCOTLAND"	"313622"	"244"	"20.11"	"33"	"32"	"27"
"engineering"	"NORWAY"	"300772"	"229"	"17.942308"	"34"	"34"	"39"
"engineering"	"VIETNAM"	"299972"	"245"	"17.876875"	"35"	"31"	"40"
"engineering"	"GREECE"	"284895"	"156"	"17.238333"	"36"	"39"	"44"
"engineering"	"UNITED ARAB EMIRATES"	"251125"	"291"	"21.633636"	"37"	"29"	"20"
"engineering"	"QATAR"	"220012"	"192"	"25.042"	"38"	"36"	"8"
"engineering"	"SOUTH AFRICA"	"202967"	"164"	"19.966923"	"39"	"38"	"28"
"engineering"	"MEXICO"	"182918"	"82"	"11.912"	"40"	"52"	"83"
"engineering"	"THAILAND"	"177083"	"77"	"15.320714"	"41"	"53"	"56"
"engineering"	"TUNISIA"	"170978"	"88"	"13.173636"	"42"	"51"	"73"
"engineering"	"AUSTRIA"	"162119"	"109"	"17.0475"	"43"	"44"	"47"
"engineering"	"IRELAND"	"157689"	"117"	"21.86375"	"44"	"43"	"18"
"engineering"	"CZECH REPUBLIC"	"157340"	"99"	"13.573846"	"45"	"48"	"69"
"engineering"	"ALGERIA"	"138444"	"149"	"16.164706"	"46"	"40"	"51"
"engineering"	"NEW ZEALAND"	"135071"	"90"	"17.632857"	"47"	"50"	"42"
"engineering"	"CHILE"	"125036"	"64"	"16.361667"	"48"	"56"	"50"
"engineering"	"ISRAEL"	"119935"	"71"	"13.1125"	"49"	"54"	"74"
"engineering"	"MACAU"	"118981"	"128"	"18.28"	"50"	"42"	"36"
"engineering"	"WALES"	"118834"	"98"	"21.978"	"51"	"49"	"16"
"engineering"	"IRAQ"	"116385"	"109"	"17.559412"	"52"	"44"	"43"
"engineering"	"MOROCCO"	"102767"	"69"	"13.213333"	"53"	"55"	"71"
"engineering"	"ROMANIA"	"100785"	"56"	"14.884167"	"54"	"58"	"58"
"engineering"	"BANGLADESH"	"82082"	"136"	"22.359167"	"55"	"41"	"14"
"engineering"	"CROATIA"	"79154"	"42"	"12.542"	"56"	"61"	"78"
"engineering"	"SLOVENIA"	"76191"	"33"	"14.742"	"57"	"63"	"59"
"engineering"	"JORDAN"	"75344"	"103"	"13.968889"	"58"	"46"	"64"
"engineering"	"HUNGARY"	"74055"	"43"	"11.784286"	"59"	"59"	"85"
"engineering"	"SERBIA"	"72354"	"57"	"10.585"	"60"	"57"	"89"
"engineering"	"NORTHERN IRELAND"	"61756"	"43"	"21.65"	"61"	"59"	"19"
"engineering"	"COLOMBIA"	"59400"	"18"	"13.19625"	"62"	"70"	"72"
"engineering"	"ARGENTINA"	"48681"	"10"	"12.306"	"63"	"79"	"80"
"engineering"	"LEBANON"	"47639"	"102"	"15.9625"	"64"	"47"	"53"
"engineering"	"INDONESIA"	"44409"	"26"	"11.941429"	"65"	"67"	"82"
"engineering"	"NIGERIA"	"41571"	"37"	"19.04875"	"66"	"62"	"32"
"engineering"	"LITHUANIA"	"40629"	"18"	"12.8025"	"67"	"70"	"75"
"engineering"	"SLOVAKIA"	"39308"	"12"	"9.392"	"68"	"76"	"90"
"engineering"	"KUWAIT"	"32671"	"20"	"15.595"	"69"	"69"	"55"
"engineering"	"CYPRUS"	"31110"	"21"	"25.06"	"70"	"68"	"7"
"engineering"	"OMAN"	"28965"	"31"	"20.78"	"71"	"64"	"25"
"engineering"	"UKRAINE"	"27777"	"8"	"7.415"	"72"	"82"	"93"
"engineering"	"ESTONIA"	"26977"	"16"	"16.09"	"73"	"72"	"52"
"engineering"	"LUXEMBOURG"	"25155"	"15"	"19.575"	"74"	"73"	"30"
"engineering"	"KAZAKHSTAN"	"22591"	"12"	"13.66"	"75"	"76"	"68"
"engineering"	"PHILIPPINES"	"20455"	"15"	"21.063333"	"76"	"73"	"24"
"engineering"	"BRUNEI"	"19650"	"28"	"28.93"	"77"	"66"	"3"
"engineering"	"ICELAND"	"15191"	"9"	"18.205"	"78"	"80"	"37"
"engineering"	"SRI LANKA"	"13247"	"12"	"25.093333"	"79"	"76"	"6"
"engineering"	"CAMEROON"	"10765"	"4"	"12.785"	"80"	"85"	"76"
"engineering"	"LATVIA"	"9861"	"1"	"11.595"	"81"	"90"	"86"
"engineering"	"PALESTINE"	"8910"	"13"	"21.26"	"82"	"75"	"23"
"engineering"	"AZERBAIJAN"	"8706"	"29"	"9"	"83"	"65"	"91"
"engineering"	"BULGARIA"	"7713"	"4"	"10.65"	"84"	"85"	"88"
"engineering"	"GHANA"	"6312"	"7"	"15.32"	"85"	"83"	"57"
"engineering"	"ETHIOPIA"	"5788"	"9"	"11.86"	"86"	"80"	"84"
"engineering"	"MALTA"	"5569"	"4"	"13.72"	"87"	"85"	"66"
"engineering"	"BAHRAIN"	"4449"	"1"	"14.54"	"88"	"90"	"60"
"engineering"	"NEPAL"	"4278"	"6"	"15.79"	"89"	"84"	"54"
"engineering"	"MACEDONIA"	"4195"	"4"	"13.36"	"90"	"85"	"70"
"engineering"	"ECUADOR"	"4023"	"4"	"14.47"	"91"	"85"	"61"
"engineering"	"MONTENEGRO"	"4018"	"1"	"8.46"	"92"	"90"	"92"
"engineering"	"PERU"	"3895"	"1"	"12.52"	"93"	"90"	"79"
"engineering"	""	"0"	"0"	"0"	"94"	"94"	"94"
"environment_ecology"	"USA"	"15296430"	"11295"	"33.369438"	"1"	"1"	"20"
"environment_ecology"	"CHINA MAINLAND"	"11317663"	"9594"	"22.543591"	"2"	"2"	"57"
"environment_ecology"	"FRANCE"	"4048817"	"2870"	"29.728824"	"3"	"3"	"25"
"environment_ecology"	"GERMANY (FED REP GER)"	"3196741"	"2840"	"34.992195"	"4"	"4"	"17"
"environment_ecology"	"ENGLAND"	"2869434"	"2445"	"37.477143"	"5"	"5"	"13"
"environment_ecology"	"AUSTRALIA"	"2699335"	"2172"	"35.221455"	"6"	"6"	"16"
"environment_ecology"	"SPAIN"	"2114190"	"1280"	"28.810864"	"7"	"8"	"30"
"environment_ecology"	"CANADA"	"1922830"	"1297"	"28.560339"	"8"	"7"	"31"
"environment_ecology"	"ITALY"	"1394747"	"851"	"26.417703"	"9"	"12"	"38"
"environment_ecology"	"N/A"	"1325318"	"1023"	"106.421667"	"10"	"10"	"1"
"environment_ecology"	"SWITZERLAND"	"1315281"	"1089"	"37.41"	"11"	"9"	"14"
"environment_ecology"	"NETHERLANDS"	"1217849"	"966"	"34.889286"	"12"	"11"	"18"
"environment_ecology"	"BRAZIL"	"988387"	"594"	"22.213529"	"13"	"14"	"60"
"environment_ecology"	"INDIA"	"935499"	"757"	"21.151515"	"14"	"13"	"68"
"environment_ecology"	"SWEDEN"	"832004"	"594"	"45.2855"	"15"	"14"	"5"
"environment_ecology"	"SOUTH KOREA"	"667456"	"526"	"22.05122"	"16"	"16"	"61"
"environment_ecology"	"JAPAN"	"554748"	"400"	"42.352857"	"17"	"17"	"6"
"environment_ecology"	"BELGIUM"	"539667"	"397"	"38.568667"	"18"	"18"	"10"
"environment_ecology"	"DENMARK"	"494884"	"346"	"32.637778"	"19"	"20"	"21"
"environment_ecology"	"NORWAY"	"471597"	"357"	"29.198571"	"20"	"19"	"28"
"environment_ecology"	"SOUTH AFRICA"	"470627"	"331"	"23.393333"	"21"	"22"	"51"
"environment_ecology"	"PORTUGAL"	"441187"	"253"	"23.229333"	"22"	"28"	"53"
"environment_ecology"	"CZECH REPUBLIC"	"402571"	"318"	"27.163846"	"23"	"23"	"36"
"environment_ecology"	"FINLAND"	"384494"	"270"	"29.105714"	"24"	"27"	"29"
"environment_ecology"	"POLAND"	"369566"	"198"	"15.893077"	"25"	"31"	"90"
"environment_ecology"	"HONG KONG"	"363293"	"335"	"32.108571"	"26"	"21"	"22"
"environment_ecology"	"SCOTLAND"	"360133"	"300"	"33.508333"	"27"	"24"	"19"
"environment_ecology"	"IRAN"	"354791"	"192"	"20.5136"	"28"	"34"	"72"
"environment_ecology"	"EGYPT"	"341497"	"252"	"18.931333"	"29"	"29"	"80"
"environment_ecology"	"AUSTRIA"	"315441"	"290"	"36.277273"	"30"	"25"	"15"
"environment_ecology"	"TAIWAN"	"296307"	"163"	"20.662917"	"31"	"39"	"71"
"environment_ecology"	"NEW ZEALAND"	"287698"	"184"	"27.573077"	"32"	"35"	"33"
"environment_ecology"	"PAKISTAN"	"287642"	"230"	"23.379375"	"33"	"30"	"52"
"environment_ecology"	"SAUDI ARABIA"	"282437"	"285"	"18.03"	"34"	"26"	"83"
"environment_ecology"	"MALAYSIA"	"278728"	"193"	"23.535556"	"35"	"33"	"48"
"environment_ecology"	"ARGENTINA"	"262350"	"181"	"22.769"	"36"	"36"	"55"
"environment_ecology"	"WALES"	"233097"	"197"	"37.916667"	"37"	"32"	"11"
"environment_ecology"	"MEXICO"	"208983"	"129"	"18.956923"	"38"	"41"	"79"
"environment_ecology"	"RUSSIA"	"206907"	"174"	"18.462857"	"39"	"38"	"82"
"environment_ecology"	"GREECE"	"189063"	"113"	"23.5"	"40"	"43"	"49"
"environment_ecology"	"SINGAPORE"	"188282"	"177"	"40.9725"	"41"	"37"	"7"
"environment_ecology"	"CHILE"	"173186"	"125"	"19.752308"	"42"	"42"	"75"
"environment_ecology"	"TURKIYE"	"157723"	"157"	"23.463684"	"43"	"40"	"50"
"environment_ecology"	"ISRAEL"	"152575"	"106"	"27.673333"	"44"	"46"	"32"
"environment_ecology"	"HUNGARY"	"150568"	"109"	"23.762727"	"45"	"45"	"46"
"environment_ecology"	"IRELAND"	"120855"	"110"	"27.507143"	"46"	"44"	"34"
"environment_ecology"	"VIETNAM"	"115870"	"95"	"26.315714"	"47"	"47"	"39"
"environment_ecology"	"COLOMBIA"	"90258"	"81"	"25.6475"	"48"	"49"	"42"
"environment_ecology"	"ESTONIA"	"88895"	"89"	"29.2875"	"49"	"48"	"27"
"environment_ecology"	"THAILAND"	"74463"	"34"	"15.207143"	"50"	"57"	"93"
"environment_ecology"	"INDONESIA"	"61504"	"50"	"27.428"	"51"	"50"	"35"
"environment_ecology"	"PANAMA"	"59196"	"48"	"40.16"	"52"	"51"	"9"
"environment_ecology"	"TUNISIA"	"58303"	"19"	"15.501667"	"53"	"65"	"92"
"environment_ecology"	"SLOVENIA"	"58123"	"31"	"22.25"	"54"	"58"	"59"
"environment_ecology"	"ROMANIA"	"55899"	"36"	"21.471429"	"55"	"56"	"65"
"environment_ecology"	"KENYA"	"46700"	"38"	"49.93"	"56"	"55"	"2"
"environment_ecology"	"SERBIA"	"44532"	"17"	"14.95"	"57"	"68"	"94"
"environment_ecology"	"QATAR"	"41285"	"29"	"23.583333"	"58"	"60"	"47"
"environment_ecology"	"NORTHERN IRELAND"	"41135"	"30"	"25.94"	"59"	"59"	"41"
"environment_ecology"	"BANGLADESH"	"40365"	"44"	"23.086"	"60"	"53"	"54"
"environment_ecology"	"PHILIPPINES"	"39577"	"40"	"24.09"	"61"	"54"	"45"
"environment_ecology"	"SRI LANKA"	"33033"	"28"	"31.9275"	"62"	"61"	"24"
"environment_ecology"	"SLOVAKIA"	"31710"	"20"	"20.793333"	"63"	"63"	"70"
"environment_ecology"	"UNITED ARAB EMIRATES"	"31558"	"48"	"21.453333"	"64"	"51"	"66"
"environment_ecology"	"CROATIA"	"29226"	"12"	"17.315"	"65"	"75"	"84"
"environment_ecology"	"ETHIOPIA"	"29047"	"14"	"16.44"	"66"	"73"	"88"
"environment_ecology"	"COSTA RICA"	"26255"	"18"	"40.77"	"67"	"67"	"8"
"environment_ecology"	"MOROCCO"	"24912"	"19"	"14.66"	"68"	"65"	"95"
"environment_ecology"	"GHANA"	"22606"	"14"	"18.77"	"69"	"73"	"81"
"environment_ecology"	"NIGERIA"	"21583"	"17"	"17.013333"	"70"	"68"	"85"
"environment_ecology"	"LITHUANIA"	"20959"	"7"	"15.906667"	"71"	"84"	"89"
"environment_ecology"	"ECUADOR"	"16959"	"20"	"27.045"	"72"	"63"	"37"
"environment_ecology"	"URUGUAY"	"15050"	"8"	"20.45"	"73"	"80"	"73"
"environment_ecology"	"LUXEMBOURG"	"14642"	"15"	"29.445"	"74"	"72"	"26"
"environment_ecology"	"LEBANON"	"14255"	"28"	"20.44"	"75"	"61"	"74"
"environment_ecology"	"ICELAND"	"14005"	"11"	"22.52"	"76"	"76"	"58"
"environment_ecology"	"MACAU"	"13810"	"11"	"16.955"	"77"	"76"	"86"
"environment_ecology"	"PERU"	"13480"	"16"	"37.595"	"78"	"70"	"12"
"environment_ecology"	"OMAN"	"11978"	"4"	"19.44"	"79"	"92"	"76"
"environment_ecology"	"CAMEROON"	"11967"	"11"	"24.67"	"80"	"76"	"44"
"environment_ecology"	"TANZANIA"	"11840"	"6"	"16.925"	"81"	"87"	"87"
"environment_ecology"	"BULGARIA"	"11587"	"8"	"21.9"	"82"	"80"	"62"
"environment_ecology"	"CYPRUS"	"11541"	"16"	"45.62"	"83"	"70"	"4"
"environment_ecology"	"UKRAINE"	"10907"	"8"	"12.37"	"84"	"80"	"97"
"environment_ecology"	"UGANDA"	"10390"	"5"	"19.28"	"85"	"89"	"77"
"environment_ecology"	"NEPAL"	"9966"	"8"	"14.14"	"86"	"80"	"96"
"environment_ecology"	"BRUNEI"	"8824"	"10"	"26.26"	"87"	"79"	"40"
"environment_ecology"	"JAMAICA"	"8449"	"7"	"20.97"	"88"	"84"	"69"
"environment_ecology"	"GREENLAND"	"7905"	"4"	"21.48"	"89"	"92"	"64"
"environment_ecology"	"KUWAIT"	"6738"	"1"	"19.25"	"90"	"98"	"78"
"environment_ecology"	"MALTA"	"6632"	"3"	"24.93"	"91"	"97"	"43"
